Reference, Date, Time, Wind Pulses, Direction, Temperature, Humidity, Thermistor, Battery Voltage
AA,11-02-2014,06:14:21,0,D,9.67,0.66402,11.41,4.43
AA,11-02-2014,06:15:21,0,D,9.67,0.66427,11.41,4.43
AA,11-02-2014,06:16:21,0,D,9.66,0.66427,11.41,4.43
AA,11-02-2014,06:17:21,0,D,9.66,0.66427,11.41,4.43
AA,11-02-2014,06:18:21,0,D,9.66,0.66402,11.41,4.43
AA,11-02-2014,06:19:21,0,D,9.67,0.66427,11.41,4.43
AA,11-02-2014,06:20:21,0,D,9.66,0.66427,11.41,4.43
AA,11-02-2014,06:21:21,0,D,9.63,0.66402,11.41,4.43
AA,11-02-2014,06:22:21,0,D,9.66,0.66427,11.41,4.43
AA,11-02-2014,06:23:21,0,D,9.66,0.66402,11.41,4.43
AA,11-02-2014,06:24:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:25:21,0,D,9.61,0.66445,11.32,4.43
AA,11-02-2014,06:26:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:27:21,0,D,9.61,0.66427,11.41,4.43
AA,11-02-2014,06:28:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:29:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:30:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:31:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:32:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:33:21,0,D,9.61,0.66427,11.32,4.43
AA,11-02-2014,06:34:21,0,D,9.63,0.66427,11.32,4.43
AA,11-02-2014,06:35:21,0,D,9.61,0.66445,11.32,4.43
AA,11-02-2014,06:36:21,0,D,9.59,0.66469,11.32,4.43
AA,11-02-2014,06:37:21,0,D,9.61,0.66445,11.32,4.43
AA,11-02-2014,06:38:21,0,D,9.59,0.66494,11.32,4.43
AA,11-02-2014,06:39:21,0,D,9.59,0.66494,11.32,4.43
AA,11-02-2014,06:40:21,0,D,9.61,0.66494,11.32,4.43
AA,11-02-2014,06:41:21,0,D,9.61,0.66494,11.32,4.43
AA,11-02-2014,06:42:21,0,D,9.61,0.66494,11.32,4.43
AA,11-02-2014,06:43:21,0,D,9.61,0.66512,11.32,4.43
AA,11-02-2014,06:44:21,0,D,9.59,0.66494,11.32,4.43
AA,11-02-2014,06:45:21,0,D,9.59,0.66494,11.32,4.43
AA,11-02-2014,06:46:21,0,D,9.61,0.66445,11.32,4.43
AA,11-02-2014,06:47:21,0,D,9.58,0.66494,11.32,4.43
AA,11-02-2014,06:48:21,0,D,9.59,0.66469,11.32,4.43
AA,11-02-2014,06:49:21,0,D,9.59,0.66494,11.32,4.43
AA,11-02-2014,06:50:21,0,D,9.58,0.66512,11.32,4.43
AA,11-02-2014,06:51:21,0,D,9.58,0.66494,11.32,4.43
AA,11-02-2014,06:52:21,0,D,9.58,0.66494,11.32,4.43
AA,11-02-2014,06:53:21,0,D,9.57,0.66469,11.32,4.43
AA,11-02-2014,06:54:21,0,D,9.58,0.66494,11.32,4.43
AA,11-02-2014,06:55:21,0,D,9.57,0.66536,11.32,4.43
AA,11-02-2014,06:56:21,0,D,9.57,0.66512,11.32,4.43
AA,11-02-2014,06:57:21,0,D,9.58,0.66512,11.32,4.43
AA,11-02-2014,06:58:21,0,D,9.57,0.66494,11.32,4.43
AA,11-02-2014,06:59:21,0,D,9.58,0.66512,11.32,4.43
AA,11-02-2014,07:00:21,0,D,9.57,0.66494,11.32,4.43
AA,11-02-2014,07:01:21,0,D,9.57,0.66494,11.32,4.43
AA,11-02-2014,07:02:21,0,D,9.57,0.66512,11.32,4.43
AA,11-02-2014,07:03:21,0,D,9.57,0.66494,11.32,4.43
AA,11-02-2014,07:04:21,0,D,9.57,0.66494,11.32,4.43
AA,11-02-2014,07:05:21,0,D,9.57,0.66512,11.32,4.43
AA,11-02-2014,07:06:21,0,D,9.55,0.66512,11.32,4.43
AA,11-02-2014,07:07:21,0,D,9.57,0.66512,11.32,4.43
AA,11-02-2014,07:08:21,0,D,9.57,0.66536,11.32,4.43
AA,11-02-2014,07:09:21,0,D,9.57,0.66536,11.32,4.43
AA,11-02-2014,07:10:21,0,D,9.55,0.66512,11.32,4.43
AA,11-02-2014,07:11:21,0,D,9.55,0.66512,11.32,4.43
AA,11-02-2014,07:12:21,0,D,9.55,0.66512,11.32,4.43
AA,11-02-2014,07:13:21,0,D,9.55,0.66512,11.32,4.42
AA,11-02-2014,07:14:21,0,D,9.54,0.66536,11.32,4.43
AA,11-02-2014,07:15:21,0,D,9.55,0.66512,11.32,4.43
AA,11-02-2014,07:16:21,0,D,9.55,0.66536,11.32,4.43
AA,11-02-2014,07:17:21,0,D,9.55,0.66536,11.23,4.43
AA,11-02-2014,07:18:21,0,D,9.54,0.66536,11.23,4.42
AA,11-02-2014,07:19:21,0,D,9.55,0.66536,11.23,4.43
AA,11-02-2014,07:20:21,0,D,9.55,0.66536,11.32,4.43
AA,11-02-2014,07:21:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:22:21,0,D,9.54,0.66561,11.23,4.43
AA,11-02-2014,07:23:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:24:21,0,D,9.54,0.66579,11.23,4.43
AA,11-02-2014,07:25:21,0,D,9.55,0.66561,11.23,4.43
AA,11-02-2014,07:26:21,0,D,9.54,0.66561,11.23,4.42
AA,11-02-2014,07:27:21,0,D,9.53,0.66561,11.23,4.43
AA,11-02-2014,07:28:21,0,D,9.53,0.66561,11.23,4.43
AA,11-02-2014,07:29:21,0,D,9.54,0.66561,11.23,4.42
AA,11-02-2014,07:30:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:31:21,0,D,9.51,0.66561,11.23,4.42
AA,11-02-2014,07:32:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:33:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:34:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:35:21,0,D,9.51,0.66561,11.23,4.42
AA,11-02-2014,07:36:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:37:21,0,D,9.51,0.66561,11.23,4.42
AA,11-02-2014,07:38:21,0,D,9.53,0.66579,11.23,4.42
AA,11-02-2014,07:39:21,0,D,9.53,0.66579,11.23,4.42
AA,11-02-2014,07:40:21,0,D,9.53,0.66561,11.23,4.42
AA,11-02-2014,07:41:21,0,D,9.51,0.66561,11.23,4.42
AA,11-02-2014,07:42:21,0,D,9.51,0.66561,11.23,4.42
AA,11-02-2014,07:43:21,0,D,9.50,0.66622,11.23,4.42
AA,11-02-2014,07:44:21,0,D,9.51,0.66579,11.23,4.42
AA,11-02-2014,07:45:21,0,D,9.51,0.66579,11.23,4.42
AA,11-02-2014,07:46:21,0,D,9.51,0.66579,11.23,4.42
AA,11-02-2014,07:47:21,0,D,9.51,0.66622,11.23,4.42
AA,11-02-2014,07:48:21,0,D,9.50,0.66622,11.23,4.42
AA,11-02-2014,07:49:21,0,D,9.51,0.66622,11.23,4.42
AA,11-02-2014,07:50:21,0,D,9.50,0.66579,11.23,4.42
AA,11-02-2014,07:51:21,0,D,9.50,0.66622,11.23,4.42
AA,11-02-2014,07:52:21,0,D,9.50,0.66622,11.23,4.42
AA,11-02-2014,07:53:21,0,D,9.49,0.66561,11.23,4.42
AA,11-02-2014,07:54:21,0,D,9.49,0.66579,11.23,4.42
AA,11-02-2014,07:55:21,0,D,9.49,0.66579,11.23,4.42
AA,11-02-2014,07:56:21,0,D,9.49,0.66561,11.23,4.42
AA,11-02-2014,07:57:21,0,D,9.49,0.66579,11.23,4.42
AA,11-02-2014,07:58:21,0,D,9.49,0.66579,11.23,4.42
AA,11-02-2014,07:59:21,0,D,9.49,0.66579,11.23,4.42
AA,11-02-2014,08:00:21,0,D,9.49,0.66622,11.23,4.42
AA,11-02-2014,08:01:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:02:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:03:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:04:21,0,D,9.49,0.66622,11.23,4.42
AA,11-02-2014,08:05:21,0,D,9.49,0.66622,11.23,4.42
AA,11-02-2014,08:06:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:07:21,0,D,9.47,0.66622,11.23,4.42
AA,11-02-2014,08:08:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:09:21,0,D,9.47,0.66622,11.23,4.42
AA,11-02-2014,08:10:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:11:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:12:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:13:21,0,D,9.47,0.66622,11.23,4.42
AA,11-02-2014,08:14:21,0,D,9.47,0.66604,11.23,4.42
AA,11-02-2014,08:15:21,0,D,9.44,0.66622,11.23,4.42
AA,11-02-2014,08:16:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:17:21,0,D,9.46,0.66604,11.23,4.42
AA,11-02-2014,08:18:21,0,D,9.47,0.66579,11.23,4.42
AA,11-02-2014,08:19:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:20:21,0,D,9.46,0.66604,11.23,4.42
AA,11-02-2014,08:21:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:22:21,0,D,9.44,0.66622,11.23,4.42
AA,11-02-2014,08:23:21,0,D,9.44,0.66646,11.23,4.42
AA,11-02-2014,08:24:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:25:21,0,D,9.46,0.66622,11.23,4.42
AA,11-02-2014,08:26:21,0,D,9.44,0.66622,11.23,4.42
AA,11-02-2014,08:27:21,0,D,9.46,0.66604,11.23,4.42
AA,11-02-2014,08:28:21,0,D,9.44,0.66622,11.23,4.42
AA,11-02-2014,08:29:21,0,D,9.46,0.66604,11.23,4.42
AA,11-02-2014,08:30:21,0,D,9.44,0.66622,11.15,4.42
AA,11-02-2014,08:31:21,0,D,9.44,0.66622,11.15,4.42
AA,11-02-2014,08:32:21,0,D,9.44,0.66622,11.15,4.42
AA,11-02-2014,08:33:21,0,D,9.44,0.66604,11.23,4.42
AA,11-02-2014,08:34:21,0,D,9.44,0.66604,11.15,4.42
AA,11-02-2014,08:35:21,0,D,9.46,0.66604,11.23,4.42
AA,11-02-2014,08:36:21,0,D,9.44,0.66579,11.15,4.42
AA,11-02-2014,08:37:21,0,D,9.44,0.66604,11.15,4.42
AA,11-02-2014,08:38:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:39:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:40:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:41:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:42:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:43:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:44:21,0,D,9.43,0.66579,11.15,4.42
AA,11-02-2014,08:45:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:46:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:47:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:48:21,0,D,9.43,0.66604,11.15,4.42
AA,11-02-2014,08:49:21,0,D,9.40,0.66604,11.15,4.42
AA,11-02-2014,08:50:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,08:51:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,08:52:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,08:53:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,08:54:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,08:55:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,08:56:21,0,D,9.40,0.66604,11.15,4.42
AA,11-02-2014,08:57:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,08:58:21,0,D,9.42,0.66646,11.15,4.42
AA,11-02-2014,08:59:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,09:00:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:01:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:02:21,0,D,9.40,0.66646,11.15,4.42
AA,11-02-2014,09:03:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,09:04:21,0,D,9.39,0.66622,11.15,4.42
AA,11-02-2014,09:05:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,09:06:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:07:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:08:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:09:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:10:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,09:11:21,0,D,9.40,0.66604,11.15,4.42
AA,11-02-2014,09:12:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:13:21,0,D,9.40,0.66646,11.15,4.42
AA,11-02-2014,09:14:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:15:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:16:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:17:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:18:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:19:21,0,D,9.40,0.66604,11.15,4.42
AA,11-02-2014,09:20:21,0,D,9.42,0.66622,11.15,4.42
AA,11-02-2014,09:21:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:22:21,0,D,9.40,0.66604,11.15,4.42
AA,11-02-2014,09:23:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:24:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:25:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:26:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:27:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:28:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:29:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:30:21,0,D,9.40,0.66622,11.15,4.42
AA,11-02-2014,09:31:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:32:21,0,D,9.39,0.66579,11.15,4.42
AA,11-02-2014,09:33:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:34:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:35:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:36:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:37:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:38:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:39:21,0,D,9.38,0.66579,11.15,4.42
AA,11-02-2014,09:40:21,0,D,9.38,0.66579,11.15,4.42
AA,11-02-2014,09:41:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:42:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:43:21,0,D,9.39,0.66604,11.15,4.42
AA,11-02-2014,09:44:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:45:21,0,D,9.36,0.66604,11.15,4.42
AA,11-02-2014,09:46:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:47:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:48:21,0,D,9.38,0.66622,11.15,4.42
AA,11-02-2014,09:49:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:50:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:51:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:52:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:53:21,0,D,9.38,0.66604,11.15,4.42
AA,11-02-2014,09:54:21,0,D,9.36,0.66604,11.15,4.42
AA,11-02-2014,09:55:21,0,D,9.38,0.66622,11.15,4.42
AA,11-02-2014,09:56:21,0,D,9.36,0.66604,11.15,4.42
AA,11-02-2014,09:57:21,0,D,9.38,0.66622,11.15,4.42
AA,11-02-2014,09:58:21,0,D,9.36,0.66604,11.15,4.42
AA,11-02-2014,09:59:21,0,D,9.35,0.66604,11.15,4.42
AA,11-02-2014,10:00:21,0,D,9.36,0.66622,11.15,4.42
AA,11-02-2014,10:01:21,0,D,9.36,0.66622,11.15,4.42
AA,11-02-2014,10:02:21,0,D,9.38,0.66915,11.15,4.42
AA,11-02-2014,10:03:21,0,D,9.39,0.67928,11.23,4.42
AA,11-02-2014,10:04:21,0,D,9.46,0.68740,11.41,4.42
AA,11-02-2014,10:05:21,0,D,9.51,0.69112,11.41,4.42
AA,11-02-2014,10:06:21,0,D,9.54,0.69289,11.49,4.42
AA,11-02-2014,10:07:21,0,D,9.58,0.68917,11.49,4.42
AA,11-02-2014,10:08:21,0,D,9.61,0.69198,11.49,4.42
AA,11-02-2014,10:09:21,0,D,9.66,0.69393,11.49,4.42
AA,11-02-2014,10:10:21,0,D,9.66,0.70504,11.49,4.42
AA,11-02-2014,10:11:21,0,D,9.67,0.69375,11.58,4.42
AA,11-02-2014,10:12:21,0,D,9.72,0.70114,11.75,4.42
AA,11-02-2014,10:13:21,0,D,9.82,0.71475,11.92,4.42
AA,11-02-2014,10:14:21,0,D,9.93,0.72268,12.18,4.42
AA,11-02-2014,10:15:21,0,D,10.05,0.73056,12.35,4.42
AA,11-02-2014,10:16:21,0,D,10.16,0.73477,12.43,4.42
